sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel,sr_cust_feedback,Feedback type,"Feedback Severity (Low, Medium, High)"
1124,390,4747,New Car Loan car loan Enquiry,6/28/2016 0:00,6/28/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2794,674,508,Private Car Insurance motor insurance Complaint,10/22/2015 0:00,10/22/2015 0:00,Complaint,Net Banking,Happy with the service,,
2954,465,2980,Critical Illness Platinum health insurance Product Support,12/7/2016 0:00,12/7/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2377,465,2980,Critical Illness Platinum health insurance Product Support,10/21/2015 0:00,10/21/2015 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2105,465,2980,Critical Illness Platinum health insurance Complaint,7/3/2016 0:00,7/3/2016 0:00,Complaint,Phone Banking,bank official addressed my complaints to my expectation,,
1103,465,2980,Critical Illness Platinum health insurance Enquiry,12/30/2016 0:00,12/30/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2185,965,1475,Private Car Insurance motor insurance Product Support,1/17/2016 0:00,1/19/2016 0:00,Product Support,Net Banking,Horrible service. Bank least bothered about customer,,
1219,303,727,Super Saver Savings Account savings account Product Support,1/27/2016 0:00,1/27/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1596,382,190,Super Saver Savings Account current account Product Support,8/26/2016 0:00,8/26/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1151,962,4860,Private Car Insurance motor insurance Enquiry,1/30/2017 0:00,2/1/2017 0:00,Enquiry,Phone Banking,Horrible service. Bank least bothered about customer,,
1382,402,636,Emergency Personal Loan Personal Loan Complaint,1/10/2016 0:00,1/10/2016 0:00,Complaint,Phone Banking,bank official addressed my complaints to my expectation,,
98,722,23,Super Saver Facility fixed deposit Enquiry,2/17/2016 0:00,2/18/2016 0:00,Enquiry,Phone Banking,satisfactory service. Service can be improved,,
1727,471,3724,Home Gaurd Insurance home insurance Product Support,3/12/2016 0:00,3/12/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1591,471,3724,Home Gaurd Insurance home insurance Complaint,9/1/2016 0:00,9/1/2016 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
1477,471,3724,Home Gaurd Insurance home insurance Enquiry,9/3/2016 0:00,9/3/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2948,332,1578,Emergency Personal Loan Personal Loan Enquiry,12/30/2016 0:00,12/30/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
300,557,2591,Critical Illness Platinum health insurance Product Support,1/4/2016 0:00,1/4/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
191,557,2591,Critical Illness Platinum health insurance Complaint,10/2/2016 0:00,10/2/2016 0:00,Complaint,Phone Banking,committed to serving the customers,,
2925,613,1263,Assured Home Loan home loan Complaint,11/13/2015 0:00,11/13/2015 0:00,Complaint,Branch,committed to serving the customers,,
61,613,1263,Assured Home Loan home loan Product Support,4/21/2016 0:00,4/21/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2315,214,2197,Assured Home Loan home loan Complaint,3/23/2016 0:00,3/23/2016 0:00,Complaint,Phone Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
2448,655,4952,New Car Loan car loan Complaint,4/5/2016 0:00,4/5/2016 0:00,Complaint,Branch,Happy with the service,,
2354,562,3012,Central Govt Scheme educational loan Enquiry,7/8/2016 0:00,7/8/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1313,724,1185,Assured Home Loan home loan Product Support,12/19/2016 0:00,12/20/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
2694,13,3537,Central Govt Scheme educational loan Complaint,8/5/2016 0:00,8/5/2016 0:00,Complaint,Branch,the complaint was addressed in timely manner to my satisfaction,,
291,13,3537,Central Govt Scheme educational loan Product Support,9/18/2015 0:00,9/18/2015 0:00,Product Support,Branch,satisfied with the customer support ,,
452,965,1070,Life Easy Health life insurance Complaint,9/17/2015 0:00,9/19/2015 0:00,Complaint,Phone Banking,Horrible service. Bank least bothered about customer,,
1002,395,4963,Life Easy Health life insurance Complaint,3/3/2017 0:00,3/3/2017 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
915,395,4963,Life Easy Health life insurance Product Support,2/18/2016 0:00,2/18/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
623,395,4963,Life Easy Health life insurance Complaint,8/23/2016 0:00,8/23/2016 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
1909,996,1638,Emergency Personal Loan Personal Loan Complaint,3/17/2016 0:00,3/19/2016 0:00,Complaint,Net Banking,Horrible service. Bank least bothered about customer,,
554,996,1638,Emergency Personal Loan Personal Loan Enquiry,4/22/2016 0:00,4/24/2016 0:00,Enquiry,Phone Banking,Horrible service. Bank least bothered about customer,,
41,482,2546,Private Car Insurance motor insurance Complaint,1/28/2016 0:00,1/28/2016 0:00,Complaint,Phone Banking,Fantastic. my service charges waived for an entire year,,
2607,901,1768,Private Car Insurance motor insurance Complaint,4/29/2016 0:00,5/1/2016 0:00,Complaint,Branch,Very disappointed. Very High service charges.,,
2343,901,1768,Private Car Insurance motor insurance Product Support,1/24/2016 0:00,1/26/2016 0:00,Product Support,Branch,Very disappointed. Very High service charges.,,
560,648,134,Super Saver Savings Account savings account Enquiry,5/27/2016 0:00,5/27/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1904,907,3438,Super Saver Savings Account savings account Enquiry,3/6/2016 0:00,3/8/2016 0:00,Enquiry,Phone Banking,Very disappointed. Very High service charges.,,
111,907,3438,Super Saver Savings Account savings account Complaint,10/15/2015 0:00,10/17/2015 0:00,Complaint,Branch,Very disappointed. Very High service charges.,,
2319,304,1433,Super Saver Savings Account savings account Complaint,6/4/2016 0:00,6/4/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
142,304,1433,Super Saver Savings Account savings account Product Support,11/15/2015 0:00,11/15/2015 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1320,835,4768,Private Car Insurance motor insurance Enquiry,9/27/2015 0:00,9/28/2015 0:00,Enquiry,Branch,Average service. Need quicker resolution to my problem,,
677,495,3299,Super Saver Savings Account savings account Product Support,6/15/2016 0:00,6/15/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
672,383,2145,Central Govt Scheme educational loan Complaint,6/24/2016 0:00,6/24/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
1579,279,2643,Private Car Insurance motor insurance Product Support,1/3/2016 0:00,1/3/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
13,878,525,Private Car Insurance motor insurance Product Support,10/24/2016 0:00,10/25/2016 0:00,Product Support,Net Banking,Should have competitive interest rates compared to other bank,,
1682,726,3858,Sweep In Facility fixed deposit Enquiry,12/11/2013 0:00,12/12/2013 0:00,Enquiry,Phone Banking,satisfactory service. Service can be improved,,
1595,135,4200,Home Gaurd Insurance home insurance Product Support,11/8/2016 0:00,11/8/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
519,135,4200,Home Gaurd Insurance home insurance Enquiry,5/18/2016 0:00,5/18/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2040,967,3500,New Car Loan car loan Complaint,12/19/2016 0:00,12/21/2016 0:00,Complaint,Branch,Horrible service. Bank least bothered about customer,,
1735,967,3500,New Car Loan car loan Product Support,2/20/2016 0:00,2/22/2016 0:00,Product Support,Net Banking,Horrible service. Bank least bothered about customer,,
92,967,3500,New Car Loan car loan Enquiry,9/7/2015 0:00,9/9/2015 0:00,Enquiry,Phone Banking,Horrible service. Bank least bothered about customer,,
1400,978,680,Super Saver Savings Account current account Complaint,9/11/2015 0:00,9/13/2015 0:00,Complaint,Phone Banking,Horrible service. Bank least bothered about customer,,
14,993,522,Emergency Personal Loan Personal Loan Product Support,2/5/2016 0:00,2/7/2016 0:00,Product Support,Phone Banking,Horrible service. Bank least bothered about customer,,
1244,391,4191,Private Car Insurance motor insurance Enquiry,2/6/2016 0:00,2/6/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
401,391,4191,Private Car Insurance motor insurance Complaint,9/19/2016 0:00,9/19/2016 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
252,391,4191,Private Car Insurance motor insurance Product Support,6/2/2016 0:00,6/2/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
704,13,3381,Assured Home Loan home loan Complaint,8/7/2015 0:00,8/7/2015 0:00,Complaint,Phone Banking,the complaint was addressed in timely manner to my satisfaction,,
1363,835,4710,Life Easy Health life insurance Complaint,11/3/2016 0:00,11/4/2016 0:00,Complaint,Net Banking,Average service. Need quicker resolution to my problem,,
479,835,4710,Life Easy Health life insurance Product Support,1/8/2016 0:00,1/9/2016 0:00,Product Support,Phone Banking,Average service. Need quicker resolution to my problem,,
2743,37,4728,Central Govt Scheme educational loan Complaint,7/27/2015 0:00,7/27/2015 0:00,Complaint,Net Banking,the complaint was addressed in timely manner to my satisfaction,,
2734,402,2132,Critical Illness Platinum health insurance Complaint,12/16/2016 0:00,12/16/2016 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
21,402,2132,Critical Illness Platinum health insurance Product Support,6/29/2016 0:00,6/29/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2203,897,1803,Super Saver Savings Account savings account Complaint,7/24/2016 0:00,7/25/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
1648,651,1536,Critical Illness Platinum health insurance Complaint,1/15/2016 0:00,1/15/2016 0:00,Complaint,Net Banking,Happy with the service,,
2760,298,4018,Super Saver Savings Account savings account Complaint,1/2/2016 0:00,1/2/2016 0:00,Complaint,Branch,Issue resolved,,
1071,21,2142,Private Car Insurance motor insurance Complaint,6/13/2016 0:00,6/13/2016 0:00,Complaint,Branch,the complaint was addressed in timely manner to my satisfaction,,
945,21,2142,Private Car Insurance motor insurance Enquiry,10/3/2016 0:00,10/3/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2876,84,3098,Emergency Personal Loan Personal Loan Enquiry,12/18/2016 0:00,12/18/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
76,732,149,Super Saver Facility fixed deposit Complaint,11/16/2015 0:00,11/17/2015 0:00,Complaint,Net Banking,satisfactory service. Service can be improved,,
887,147,2799,Home Gaurd Insurance home insurance Product Support,7/28/2016 0:00,7/28/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
850,754,1933,Life Easy Health life insurance Product Support,3/26/2016 0:00,3/27/2016 0:00,Product Support,Net Banking,Case can be closed. Service can be a notch higher,,
5,754,1933,Life Easy Health life insurance Complaint,12/23/2016 0:00,12/24/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
1056,729,2958,Assured Home Loan home loan Product Support,6/12/2016 0:00,6/13/2016 0:00,Product Support,Branch,satisfactory service. Service can be improved,,
1489,317,216,Super Saver Savings Account savings account Enquiry,11/30/2016 0:00,11/30/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
316,182,1656,Emergency Personal Loan Personal Loan Complaint,7/13/2016 0:00,7/13/2016 0:00,Complaint,Net Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
2932,516,2257,Super Saver Savings Account current account Complaint,3/28/2016 0:00,3/28/2016 0:00,Complaint,Net Banking,Fantastic. my service charges waived for an entire year,,
895,448,760,Home Gaurd Insurance home insurance Complaint,11/21/2016 0:00,11/21/2016 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
739,448,760,Home Gaurd Insurance home insurance Product Support,7/10/2016 0:00,7/10/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2679,937,406,Super Saver Savings Account current account Enquiry,8/5/2016 0:00,8/7/2016 0:00,Enquiry,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2573,603,117,Private Car Insurance motor insurance Enquiry,4/18/2017 0:00,4/18/2017 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1260,736,663,Regular Fixed Deposit fixed deposit Product Support,5/10/2016 0:00,5/11/2016 0:00,Product Support,Branch,satisfactory service. Service can be improved,,
541,736,663,Regular Fixed Deposit fixed deposit Complaint,5/10/2016 0:00,5/11/2016 0:00,Complaint,Net Banking,satisfactory service. Service can be improved,,
2865,736,4256,Regular Fixed Deposit fixed deposit Enquiry,1/8/2017 0:00,1/9/2017 0:00,Enquiry,Branch,satisfactory service. Service can be improved,,
1677,736,4256,Regular Fixed Deposit fixed deposit Complaint,1/8/2017 0:00,1/9/2017 0:00,Complaint,Branch,satisfactory service. Service can be improved,,
2280,776,4289,Critical Illness Platinum health insurance Enquiry,3/11/2016 0:00,3/12/2016 0:00,Enquiry,Branch,Case can be closed. Service can be a notch higher,,
1227,776,4289,Critical Illness Platinum health insurance Product Support,3/3/2017 0:00,3/4/2017 0:00,Product Support,Branch,Case can be closed. Service can be a notch higher,,
2588,619,3281,Super Saver Savings Account savings account Complaint,8/27/2016 0:00,8/27/2016 0:00,Complaint,Phone Banking,committed to serving the customers,,
228,73,4209,Home Gaurd Insurance home insurance Complaint,5/28/2016 0:00,5/28/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
1609,303,11,Private Car Insurance motor insurance Complaint,10/14/2015 0:00,10/14/2015 0:00,Complaint,Net Banking,Satisfied. Offered some freebees,,
2324,160,1199,Life Easy Health life insurance Complaint,9/8/2016 0:00,9/8/2016 0:00,Complaint,Phone Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
1627,160,1199,Life Easy Health life insurance Product Support,3/29/2016 0:00,3/29/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2501,624,2131,Super Saver Savings Account savings account Complaint,1/7/2016 0:00,1/7/2016 0:00,Complaint,Phone Banking,committed to serving the customers,,
2828,742,3722,Regular Fixed Deposit fixed deposit Enquiry,8/17/2016 0:00,8/18/2016 0:00,Enquiry,Phone Banking,satisfactory service. Service can be improved,,
1801,742,3722,Regular Fixed Deposit fixed deposit Product Support,8/17/2016 0:00,8/18/2016 0:00,Product Support,Net Banking,satisfactory service. Service can be improved,,
1568,742,3722,Regular Fixed Deposit fixed deposit Complaint,8/17/2016 0:00,8/18/2016 0:00,Complaint,Phone Banking,satisfactory service. Service can be improved,,
667,742,3722,Regular Fixed Deposit fixed deposit Enquiry,8/17/2016 0:00,8/18/2016 0:00,Enquiry,Net Banking,satisfactory service. Service can be improved,,
596,742,3722,Regular Fixed Deposit fixed deposit Product Support,8/17/2016 0:00,8/18/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
493,463,3212,Emergency Personal Loan Personal Loan Enquiry,12/9/2016 0:00,12/9/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2007,811,2753,Assured Home Loan home loan Enquiry,8/6/2016 0:00,8/7/2016 0:00,Enquiry,Branch,Average service. Need quicker resolution to my problem,,
7,567,3312,Assured Home Loan home loan Product Support,5/31/2016 0:00,5/31/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1395,129,4651,Private Car Insurance motor insurance Enquiry,7/31/2016 0:00,7/31/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2517,137,805,Critical Illness Platinum health insurance Complaint,10/10/2016 0:00,10/10/2016 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
828,137,805,Critical Illness Platinum health insurance Enquiry,12/18/2016 0:00,12/18/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
605,137,805,Critical Illness Platinum health insurance Product Support,10/24/2016 0:00,10/24/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
304,137,805,Critical Illness Platinum health insurance Complaint,11/16/2016 0:00,11/16/2016 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
2748,349,1174,Emergency Personal Loan Personal Loan Product Support,9/2/2016 0:00,9/2/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
838,297,4418,Emergency Personal Loan Personal Loan Product Support,4/30/2016 0:00,4/30/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
91,416,1243,Critical Illness Platinum health insurance Product Support,3/2/2016 0:00,3/2/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2619,102,1134,Super Saver Savings Account savings account Complaint,12/6/2016 0:00,12/6/2016 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
1780,102,1134,Super Saver Savings Account savings account Product Support,5/26/2016 0:00,5/26/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1725,73,2785,Critical Illness Platinum health insurance Enquiry,4/11/2016 0:00,4/11/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1034,656,4558,Super Saver Savings Account savings account Complaint,2/22/2016 0:00,2/22/2016 0:00,Complaint,Phone Banking,Happy with the service,,
568,656,4558,Super Saver Savings Account savings account Enquiry,2/15/2016 0:00,2/15/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
231,679,4693,Private Car Insurance motor insurance Complaint,6/20/2016 0:00,6/20/2016 0:00,Complaint,Branch,Happy with the service,,
171,220,4332,Super Saver Savings Account savings account Complaint,1/15/2016 0:00,1/15/2016 0:00,Complaint,Branch,quick turnaround in addressing the complaint. Happy with the customer service,,
530,878,2123,Assured Home Loan home loan Complaint,7/17/2016 0:00,7/18/2016 0:00,Complaint,Phone Banking,Should have competitive interest rates compared to other bank,,
2161,947,1717,Central Govt Scheme educational loan Product Support,11/30/2015 0:00,12/2/2015 0:00,Product Support,Net Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
1961,35,754,Emergency Personal Loan Personal Loan Complaint,8/30/2016 0:00,8/30/2016 0:00,Complaint,Phone Banking,the complaint was addressed in timely manner to my satisfaction,,
1147,950,4518,Critical Illness Platinum health insurance Enquiry,10/16/2016 0:00,10/18/2016 0:00,Enquiry,Net Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
548,950,4518,Critical Illness Platinum health insurance Complaint,6/28/2016 0:00,6/30/2016 0:00,Complaint,Phone Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
1323,930,1443,Assured Home Loan home loan Complaint,11/14/2016 0:00,11/16/2016 0:00,Complaint,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2078,805,3153,New Car Loan car loan Product Support,7/12/2016 0:00,7/13/2016 0:00,Product Support,Phone Banking,Average service. Need quicker resolution to my problem,,
966,805,3153,New Car Loan car loan Enquiry,1/10/2016 0:00,1/11/2016 0:00,Enquiry,Branch,Average service. Need quicker resolution to my problem,,
2974,783,3652,Life Easy Health life insurance Complaint,11/4/2015 0:00,11/5/2015 0:00,Complaint,Net Banking,Case can be closed. Service can be a notch higher,,
2371,734,3355,Super Saver Savings Account savings account Enquiry,3/23/2016 0:00,3/24/2016 0:00,Enquiry,Net Banking,satisfactory service. Service can be improved,,
2656,160,1040,Central Govt Scheme educational loan Enquiry,7/4/2015 0:00,7/4/2015 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
562,160,1040,Central Govt Scheme educational loan Complaint,4/5/2016 0:00,4/5/2016 0:00,Complaint,Net Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
835,562,118,Central Govt Scheme educational loan Product Support,9/12/2016 0:00,9/12/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2410,727,935,Private Car Insurance motor insurance Product Support,7/19/2016 0:00,7/20/2016 0:00,Product Support,Net Banking,satisfactory service. Service can be improved,,
984,673,1902,Critical Illness Platinum health insurance Product Support,5/8/2016 0:00,5/8/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2620,959,4977,Assured Home Loan home loan Enquiry,12/26/2016 0:00,12/28/2016 0:00,Enquiry,Net Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
1448,665,1575,Life Easy Health life insurance Enquiry,8/4/2016 0:00,8/4/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
836,279,560,New Car Loan car loan Complaint,6/18/2016 0:00,6/18/2016 0:00,Complaint,Phone Banking,Issue resolved,,
917,758,10,Regular Fixed Deposit fixed deposit Complaint,9/12/2016 0:00,9/13/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
473,758,10,Regular Fixed Deposit fixed deposit Product Support,9/12/2016 0:00,9/13/2016 0:00,Product Support,Phone Banking,Case can be closed. Service can be a notch higher,,
1225,665,946,Critical Illness Platinum health insurance Complaint,8/5/2016 0:00,8/5/2016 0:00,Complaint,Net Banking,Happy with the service,,
410,759,4092,Regular Fixed Deposit fixed deposit Enquiry,5/8/2017 0:00,5/9/2017 0:00,Enquiry,Phone Banking,Case can be closed. Service can be a notch higher,,
2074,889,4355,Super Saver Savings Account savings account Complaint,5/10/2016 0:00,5/11/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
329,301,1569,Home Gaurd Insurance home insurance Product Support,6/13/2016 0:00,6/13/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
181,474,4117,Private Car Insurance motor insurance Product Support,6/23/2015 0:00,6/23/2015 0:00,Product Support,Net Banking,satisfied with the customer support ,,
991,352,188,New Car Loan car loan Complaint,9/6/2015 0:00,9/6/2015 0:00,Complaint,Net Banking,Satisfied. Offered some freebees,,
1799,773,1438,Super Saver Savings Account savings account Complaint,3/15/2016 0:00,3/16/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
706,383,2879,New Car Loan car loan Enquiry,3/16/2016 0:00,3/16/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
756,28,4466,Critical Illness Platinum health insurance Complaint,3/31/2017 0:00,3/31/2017 0:00,Complaint,Branch,the complaint was addressed in timely manner to my satisfaction,,
1819,857,3902,Critical Illness Platinum health insurance Product Support,7/10/2016 0:00,7/11/2016 0:00,Product Support,Net Banking,Should have competitive interest rates compared to other bank,,
2368,80,3431,Super Saver Savings Account savings account Enquiry,7/17/2016 0:00,7/17/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
880,80,3431,Super Saver Savings Account savings account Complaint,8/19/2015 0:00,8/19/2015 0:00,Complaint,Net Banking,Good customer experience. Reduced the interest rate to my expectation,,
1377,346,3925,Critical Illness Platinum health insurance Complaint,7/12/2016 0:00,7/12/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
1392,887,703,Super Saver Savings Account current account Complaint,6/1/2015 0:00,6/2/2015 0:00,Complaint,Branch,Should have competitive interest rates compared to other bank,,
2544,725,4982,Super Saver Savings Account savings account Complaint,10/9/2016 0:00,10/10/2016 0:00,Complaint,Branch,satisfactory service. Service can be improved,,
674,725,4982,Super Saver Savings Account savings account Product Support,8/14/2015 0:00,8/15/2015 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
362,725,4982,Super Saver Savings Account savings account Enquiry,11/25/2016 0:00,11/26/2016 0:00,Enquiry,Phone Banking,satisfactory service. Service can be improved,,
1597,835,780,Life Easy Health life insurance Enquiry,4/28/2016 0:00,4/29/2016 0:00,Enquiry,Net Banking,Average service. Need quicker resolution to my problem,,
2289,309,1226,Private Car Insurance motor insurance Product Support,2/5/2016 0:00,2/5/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1443,309,1226,Private Car Insurance motor insurance Complaint,8/30/2016 0:00,8/30/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
1775,362,4452,Central Govt Scheme educational loan Product Support,5/14/2016 0:00,5/14/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2769,537,4433,Super Saver Savings Account savings account Product Support,3/19/2016 0:00,3/19/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
214,588,3898,Emergency Personal Loan Personal Loan Product Support,11/12/2016 0:00,11/12/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1226,878,2668,Super Saver Savings Account current account Product Support,4/25/2016 0:00,4/26/2016 0:00,Product Support,Phone Banking,Should have competitive interest rates compared to other bank,,
2548,354,3132,Critical Illness Platinum health insurance Complaint,4/20/2015 0:00,4/20/2015 0:00,Complaint,Net Banking,Satisfied. Offered some freebees,,
2101,915,3619,Critical Illness Platinum health insurance Product Support,12/20/2016 0:00,12/22/2016 0:00,Product Support,Net Banking,Very disappointed. Very High service charges.,,
261,915,3619,Critical Illness Platinum health insurance Enquiry,12/14/2016 0:00,12/16/2016 0:00,Enquiry,Branch,Very disappointed. Very High service charges.,,
1353,342,4407,Super Saver Savings Account savings account Enquiry,12/14/2016 0:00,12/14/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1183,342,4407,Super Saver Savings Account savings account Complaint,6/1/2016 0:00,6/1/2016 0:00,Complaint,Net Banking,Satisfied. Offered some freebees,,
1241,731,24,Private Car Insurance motor insurance Complaint,2/1/2016 0:00,2/2/2016 0:00,Complaint,Phone Banking,satisfactory service. Service can be improved,,
1004,731,24,Private Car Insurance motor insurance Enquiry,5/27/2015 0:00,5/28/2015 0:00,Enquiry,Phone Banking,satisfactory service. Service can be improved,,
446,731,24,Private Car Insurance motor insurance Product Support,6/8/2016 0:00,6/9/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
1036,765,2735,Regular Fixed Deposit fixed deposit Complaint,10/29/2016 0:00,10/30/2016 0:00,Complaint,Net Banking,Case can be closed. Service can be a notch higher,,
1287,656,3751,Central Govt Scheme educational loan Product Support,8/14/2016 0:00,8/14/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
858,599,230,New Car Loan car loan Product Support,1/8/2016 0:00,1/8/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2426,354,3194,Private Car Insurance motor insurance Product Support,4/23/2016 0:00,4/23/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2445,326,1647,Super Saver Savings Account savings account Complaint,9/25/2015 0:00,9/25/2015 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
2224,835,660,Home Gaurd Insurance home insurance Product Support,9/22/2015 0:00,9/23/2015 0:00,Product Support,Net Banking,Average service. Need quicker resolution to my problem,,
2874,64,4175,Super Saver Savings Account savings account Complaint,9/28/2016 0:00,9/28/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
2087,64,4175,Super Saver Savings Account savings account Enquiry,11/10/2016 0:00,11/10/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2650,907,2749,Health Security Plan health insurance Product Support,6/27/2016 0:00,6/29/2016 0:00,Product Support,Net Banking,Very disappointed. Very High service charges.,,
2192,74,3152,Super Saver Savings Account current account Product Support,12/2/2015 0:00,12/2/2015 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1302,896,4789,Assured Home Loan home loan Enquiry,8/3/2016 0:00,8/4/2016 0:00,Enquiry,Branch,Should have competitive interest rates compared to other bank,,
2255,770,3271,Regular Fixed Deposit fixed deposit Complaint,8/21/2016 0:00,8/22/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
1584,511,4337,Private Car Insurance motor insurance Complaint,1/9/2016 0:00,1/9/2016 0:00,Complaint,Branch,Fantastic. my service charges waived for an entire year,,
1186,511,4337,Private Car Insurance motor insurance Product Support,3/25/2017 0:00,3/25/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2029,80,4443,Assured Home Loan home loan Product Support,6/15/2016 0:00,6/15/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1743,80,4443,Assured Home Loan home loan Enquiry,5/18/2016 0:00,5/18/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2957,740,4390,Assured Home Loan home loan Product Support,4/22/2015 0:00,4/23/2015 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
