product_id,product_name,product_type,product_description,issue_date,valid_till_date,account_status,credit_card_limit,interest_rate,tenure,service_charges,customer_id,fd_principal_amount,loan_collateral_value,loan_amount
2702,Critical Illness Platinum,health insurance,Critical Illness Platinum,7/28/2015,1/1/1999,open,0,0,0,3000,856,0,0,0
4085,Critical Illness Platinum,health insurance,Critical Illness Platinum,7/28/2015,1/1/1999,open,0,0,0,3000,984,0,0,0
179,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/26/2015,1/1/1999,open,0,17,48,,958,0,600000,500000
4728,Central Govt Scheme,educational loan,Central Govt Scheme,7/26/2015,1/1/1999,open,0,10.25,120,,37,0,850000,800000
2132,Critical Illness Platinum,health insurance,Critical Illness Platinum,7/25/2015,1/1/1999,open,0,0,0,3000,402,0,0,0
1803,Super Saver Savings Account,savings account,Super Saver Savings Account,7/25/2015,1/1/1999,open,,,,,897,,,
3629,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/24/2015,1/1/1999,open,0,17,48,,624,0,600000,500000
1460,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/22/2015,1/1/1999,open,0,17,48,,219,0,600000,500000
8,New Car Loan,car loan,New Car Loan,7/21/2015,1/1/1999,open,0,9.25,72,,403,0,650000,600000
1536,Critical Illness Platinum,health insurance,Critical Illness Platinum,7/21/2015,1/1/1999,open,0,0,0,3000,651,0,0,0
2038,Life Easy Health,life insurance,Life Easy Health,7/21/2015,1/1/1999,open,0,0,180,12000,967,0,0,0
1234,Central Govt Scheme,educational loan,Central Govt Scheme,7/20/2015,1/1/1999,open,0,10.25,120,,841,0,850000,800000
4018,Super Saver Savings Account,savings account,Super Saver Savings Account,7/19/2015,1/1/1999,open,,,,,298,,,
2219,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,3/9/2017,1/1/1999,open,0,6.5,48,,731,450000,,
732,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/19/2015,1/1/1999,open,0,17,48,,335,0,600000,500000
1696,Life Easy Health,life insurance,Life Easy Health,7/18/2015,1/1/1999,open,0,0,180,12000,918,0,0,0
2142,Private Car Insurance,motor insurance,Private Car Insurance,7/16/2015,1/1/1999,open,,,,,21,,,
3098,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/16/2015,1/1/1999,open,0,17,48,,84,0,600000,500000
149,Super Saver Facility,fixed deposit,Super Saver Facility,10/25/2015,1/1/1999,open,0,6.5,48,,732,450000,,
2799,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,7/15/2015,1/1/1999,open,0,0,84,9000,147,0,0,0
1933,Life Easy Health,life insurance,Life Easy Health,7/15/2015,1/1/1999,open,0,0,180,12000,754,0,0,0
4306,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/13/2015,1/1/1999,open,0,17,48,,455,0,600000,500000
2958,Assured Home Loan,home loan,Assured Home Loan,7/13/2015,1/1/1999,open,0,10,240,0,729,0,2500000,2000000
216,Super Saver Savings Account,savings account,Super Saver Savings Account,7/11/2015,1/1/1999,open,,,,,317,,,
1656,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/11/2015,1/1/1999,open,0,17,48,,182,0,600000,500000
1379,New Car Loan,car loan,New Car Loan,7/11/2015,1/1/1999,open,0,9.25,72,,170,0,650000,600000
2234,Central Govt Scheme,educational loan,Central Govt Scheme,7/9/2015,1/1/1999,open,0,10.25,120,,385,0,850000,800000
2382,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,11/4/2016,1/1/1999,open,0,6.5,48,,733,450000,,
1857,Central Govt Scheme,educational loan,Central Govt Scheme,7/7/2015,1/1/1999,open,0,10.25,120,,449,0,850000,800000
836,Max Current Account,current account,Max Current Account,7/6/2015,1/1/1999,open,,,,,557,,,
1779,Private Car Insurance,motor insurance,Private Car Insurance,7/6/2015,1/1/1999,open,,,,,384,,,
2257,Max Current Account,current account,Max Current Account,7/3/2015,1/1/1999,open,,,,,516,,,
1898,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/3/2015,1/1/1999,open,0,17,48,,540,0,600000,500000
760,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,7/2/2015,1/1/1999,open,0,0,84,9000,448,0,0,0
406,Max Current Account,current account,Max Current Account,7/2/2015,1/1/1999,open,,,,,937,,,
3075,Life Easy Health,life insurance,Life Easy Health,7/1/2015,1/1/1999,open,0,0,180,12000,106,0,0,0
3531,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/1/2015,1/1/1999,open,0,17,48,,513,0,600000,500000
512,Central Govt Scheme,educational loan,Central Govt Scheme,7/1/2015,1/1/1999,open,0,10.25,120,,154,0,850000,800000
117,Private Car Insurance,motor insurance,Private Car Insurance,6/30/2015,1/1/1999,open,,,,,603,,,
3739,Super Saver Savings Account,savings account,Super Saver Savings Account,6/29/2015,1/1/1999,open,,,,,434,,,
663,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,4/10/2016,1/1/1999,open,0,6.5,48,,736,450000,,
121,Assured Home Loan,home loan,Assured Home Loan,6/29/2015,1/1/1999,open,0,10,240,0,394,0,2500000,2000000
4256,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,12/8/2016,1/1/1999,open,0,6.5,48,,736,450000,,
4289,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/29/2015,1/1/1999,open,0,0,0,3000,776,0,0,0
3281,Super Saver Savings Account,savings account,Super Saver Savings Account,6/28/2015,1/1/1999,closed,,,,,619,,,
4209,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/28/2015,1/1/1999,open,0,0,84,9000,73,0,0,0
11,Private Car Insurance,motor insurance,Private Car Insurance,6/27/2015,1/1/1999,open,,,,,303,,,
1199,Life Easy Health,life insurance,Life Easy Health,6/27/2015,1/1/1999,open,0,0,180,12000,160,0,0,0
2131,Super Saver Savings Account,savings account,Super Saver Savings Account,6/26/2015,1/1/1999,open,,,,,624,,,
2360,Central Govt Scheme,educational loan,Central Govt Scheme,6/26/2015,1/1/1999,open,0,10.25,120,,322,0,850000,800000
3722,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,7/17/2016,1/1/1999,open,0,6.5,48,,742,450000,,
1309,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/25/2015,1/1/1999,open,0,0,84,9000,485,0,0,0
15,New Car Loan,car loan,New Car Loan,6/25/2015,1/1/1999,open,0,9.25,72,,192,0,650000,600000
1629,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/24/2015,1/1/1999,open,0,17,48,,51,0,600000,500000
4842,Life Easy Health,life insurance,Life Easy Health,6/24/2015,1/1/1999,open,0,0,180,12000,349,0,0,0
3212,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/24/2015,1/1/1999,open,0,17,48,,463,0,600000,500000
1055,New Car Loan,car loan,New Car Loan,6/23/2015,1/1/1999,open,0,9.25,72,,677,0,650000,600000
3233,Max Current Account,current account,Max Current Account,6/22/2015,1/1/1999,closed,,,,,706,,,
2753,Assured Home Loan,home loan,Assured Home Loan,6/22/2015,1/1/1999,open,0,10,240,0,811,0,2500000,2000000
1178,Max Current Account,current account,Max Current Account,6/21/2015,1/1/1999,closed,,,,,263,,,
3312,Assured Home Loan,home loan,Assured Home Loan,6/21/2015,1/1/1999,open,0,10,240,0,567,0,2500000,2000000
4990,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/21/2015,1/1/1999,open,0,17,48,,567,0,600000,500000
4651,Private Car Insurance,motor insurance,Private Car Insurance,6/20/2015,1/1/1999,open,,,,,129,,,
805,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/20/2015,1/1/1999,open,0,0,0,3000,137,0,0,0
2666,New Car Loan,car loan,New Car Loan,6/19/2015,1/1/1999,open,0,9.25,72,,716,0,650000,600000
1767,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/19/2015,1/1/1999,open,0,0,0,3000,809,0,0,0
2373,Central Govt Scheme,educational loan,Central Govt Scheme,6/18/2015,1/1/1999,open,0,10.25,120,,495,0,850000,800000
2151,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/17/2015,1/1/1999,open,0,17,48,,386,0,600000,500000
4458,New Car Loan,car loan,New Car Loan,6/17/2015,1/1/1999,open,0,9.25,72,,560,0,650000,600000
4846,Assured Home Loan,home loan,Assured Home Loan,6/15/2015,1/1/1999,open,0,10,240,0,46,0,2500000,2000000
3243,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/14/2015,1/1/1999,open,0,0,0,3000,488,0,0,0
1174,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/13/2015,1/1/1999,open,0,17,48,,349,0,600000,500000
4418,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/13/2015,1/1/1999,open,0,17,48,,297,0,600000,500000
1243,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/12/2015,1/1/1999,open,0,0,0,3000,416,0,0,0
1134,Super Saver Savings Account,savings account,Super Saver Savings Account,6/11/2015,1/1/1999,open,,,,,102,,,
2498,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,5/16/2017,1/1/1999,open,0,6.5,48,,748,450000,,
2785,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/10/2015,1/1/1999,open,0,0,0,3000,73,0,0,0
994,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/9/2015,1/1/1999,open,0,0,84,9000,264,0,0,0
4558,Super Saver Savings Account,savings account,Super Saver Savings Account,6/9/2015,1/1/1999,closed,,,,,656,,,
4693,Private Car Insurance,motor insurance,Private Car Insurance,6/8/2015,1/1/1999,open,,,,,679,,,
3899,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/8/2015,1/1/1999,open,0,0,84,9000,288,0,0,0
3767,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/8/2015,1/1/1999,open,0,0,0,3000,170,0,0,0
4332,Super Saver Savings Account,savings account,Super Saver Savings Account,6/8/2015,1/1/1999,open,,,,,220,,,
2123,Assured Home Loan,home loan,Assured Home Loan,6/8/2015,1/1/1999,open,0,10,240,0,878,0,2500000,2000000
747,New Car Loan,car loan,New Car Loan,6/8/2015,1/1/1999,open,0,9.25,72,,827,0,650000,600000
1949,New Car Loan,car loan,New Car Loan,6/7/2015,1/1/1999,open,0,9.25,72,,21,0,650000,600000
1717,Central Govt Scheme,educational loan,Central Govt Scheme,6/7/2015,1/1/1999,open,0,10.25,120,,947,0,850000,800000
3641,Super Saver Facility,fixed deposit,Super Saver Facility,1/16/2015,1/1/1999,open,0,6.5,48,,751,450000,,
754,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/6/2015,1/1/1999,open,0,17,48,,35,0,600000,500000
3349,Private Car Insurance,motor insurance,Private Car Insurance,6/5/2015,1/1/1999,open,,,,,537,,,
866,Private Car Insurance,motor insurance,Private Car Insurance,6/5/2015,1/1/1999,open,,,,,408,,,
4518,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/4/2015,1/1/1999,open,0,0,0,3000,950,0,0,0
4474,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/3/2015,1/1/1999,open,0,0,0,3000,954,0,0,0
2528,Assured Home Loan,home loan,Assured Home Loan,6/2/2015,1/1/1999,open,0,10,240,0,156,0,2500000,2000000
3275,New Car Loan,car loan,New Car Loan,6/2/2015,1/1/1999,open,0,9.25,72,,130,0,650000,600000
3965,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/2/2015,1/1/1999,open,0,17,48,,693,0,600000,500000
1154,Super Saver Savings Account,savings account,Super Saver Savings Account,6/2/2015,1/1/1999,closed,,,,,488,,,
4798,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,4/30/2017,1/1/1999,open,0,6.5,48,,756,450000,,
802,New Car Loan,car loan,New Car Loan,6/1/2015,1/1/1999,open,0,9.25,72,,702,0,650000,600000
1443,Assured Home Loan,home loan,Assured Home Loan,6/1/2015,1/1/1999,open,0,10,240,0,930,0,2500000,2000000
2060,Central Govt Scheme,educational loan,Central Govt Scheme,5/30/2015,1/1/1999,open,0,10.25,120,,403,0,850000,800000
1436,Life Easy Health,life insurance,Life Easy Health,5/29/2015,1/1/1999,open,0,0,180,12000,288,0,0,0
4373,Central Govt Scheme,educational loan,Central Govt Scheme,5/29/2015,1/1/1999,open,0,10.25,120,,297,0,850000,800000
3153,New Car Loan,car loan,New Car Loan,5/29/2015,1/1/1999,open,0,9.25,72,,805,0,650000,600000
3652,Life Easy Health,life insurance,Life Easy Health,5/29/2015,1/1/1999,open,0,0,180,12000,783,0,0,0
3355,Super Saver Savings Account,savings account,Super Saver Savings Account,5/29/2015,1/1/1999,closed,,,,,734,,,
1040,Central Govt Scheme,educational loan,Central Govt Scheme,5/29/2015,1/1/1999,open,0,10.25,120,,160,0,850000,800000
118,Central Govt Scheme,educational loan,Central Govt Scheme,5/27/2015,1/1/1999,open,0,10.25,120,,562,0,850000,800000
3303,Central Govt Scheme,educational loan,Central Govt Scheme,5/27/2015,1/1/1999,open,0,10.25,120,,11,0,850000,800000
4976,Life Easy Health,life insurance,Life Easy Health,5/27/2015,1/1/1999,open,0,0,180,12000,629,0,0,0
2045,Assured Home Loan,home loan,Assured Home Loan,5/26/2015,1/1/1999,open,0,10,240,0,366,0,2500000,2000000
935,Private Car Insurance,motor insurance,Private Car Insurance,5/26/2015,1/1/1999,open,,,,,727,,,
2315,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/26/2015,1/1/1999,open,0,0,0,3000,901,0,0,0
1902,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/25/2015,1/1/1999,open,0,0,0,3000,673,0,0,0
3756,Life Easy Health,life insurance,Life Easy Health,5/25/2015,1/1/1999,open,0,0,180,12000,233,0,0,0
4977,Assured Home Loan,home loan,Assured Home Loan,5/25/2015,1/1/1999,open,0,10,240,0,959,0,2500000,2000000
4186,Life Easy Health,life insurance,Life Easy Health,5/24/2015,1/1/1999,open,0,0,180,12000,471,0,0,0
1575,Life Easy Health,life insurance,Life Easy Health,5/21/2015,1/1/1999,open,0,0,180,12000,665,0,0,0
560,New Car Loan,car loan,New Car Loan,5/21/2015,1/1/1999,open,0,9.25,72,,279,0,650000,600000
10,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,8/12/2016,1/1/1999,open,0,6.5,48,,758,450000,,
18,Super Saver Savings Account,savings account,Super Saver Savings Account,5/20/2015,1/1/1999,open,,,,,666,,,
946,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/20/2015,1/1/1999,open,0,0,0,3000,665,0,0,0
1494,Supreme Current Account,current account,Supreme Current Account,5/20/2015,1/1/1999,open,,,,,671,,,
361,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,5/20/2015,1/1/1999,open,0,0,84,9000,710,0,0,0
4092,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,4/8/2017,1/1/1999,open,0,7.1,36,,759,500000,,
4355,Super Saver Savings Account,savings account,Super Saver Savings Account,5/19/2015,1/1/1999,closed,,7.1,36,,889,500000,,
4144,Super Saver Facility,fixed deposit,Super Saver Facility,3/6/2015,1/1/1999,open,0,7.1,36,,759,500000,,
1569,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,5/17/2015,1/1/1999,open,0,0,84,9000,301,0,0,0
1891,Super Saver Savings Account,savings account,Super Saver Savings Account,5/17/2015,1/1/1999,closed,,,,,529,,,
4117,Private Car Insurance,motor insurance,Private Car Insurance,5/17/2015,1/1/1999,open,,,,,474,,,
4724,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,5/17/2015,1/1/1999,open,0,0,84,9000,25,0,0,0
4742,Life Easy Health,life insurance,Life Easy Health,5/16/2015,1/1/1999,open,0,0,180,12000,176,0,0,0
4054,Assured Home Loan,home loan,Assured Home Loan,5/16/2015,1/1/1999,open,0,10,240,0,752,0,2500000,2000000
188,New Car Loan,car loan,New Car Loan,5/16/2015,1/1/1999,open,0,9.25,72,,352,0,650000,600000
1635,Life Easy Health,life insurance,Life Easy Health,5/16/2015,1/1/1999,open,0,0,180,12000,268,0,0,0
1438,Super Saver Savings Account,savings account,Super Saver Savings Account,5/15/2015,1/1/1999,open,,,,,773,,,
4406,Super Saver Savings Account,savings account,Super Saver Savings Account,5/14/2015,1/1/1999,closed,,,,,858,,,
2879,New Car Loan,car loan,New Car Loan,5/14/2015,1/1/1999,open,0,9.25,72,,383,0,650000,600000
4466,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/14/2015,1/1/1999,open,0,0,0,3000,28,0,0,0
3902,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/13/2015,1/1/1999,open,0,0,0,3000,857,0,0,0
1798,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,10/2/2016,1/1/1999,open,0,7.1,36,,764,500000,,
1179,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,5/12/2015,1/1/1999,open,0,17,48,,872,0,600000,500000
2356,Super Saver Facility,fixed deposit,Super Saver Facility,2/16/2016,1/1/1999,open,0,7.1,36,,764,500000,,
3897,New Car Loan,car loan,New Car Loan,5/11/2015,1/1/1999,open,0,9.25,72,,356,0,650000,600000
3535,Life Easy Health,life insurance,Life Easy Health,5/11/2015,1/1/1999,open,0,0,180,12000,965,0,0,0
3431,Super Saver Savings Account,savings account,Super Saver Savings Account,5/10/2015,1/1/1999,closed,,,,,80,,,
3925,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/9/2015,1/1/1999,open,0,0,0,3000,346,0,0,0
3207,Life Easy Health,life insurance,Life Easy Health,5/9/2015,1/1/1999,open,0,0,180,12000,946,0,0,0
703,Supreme Current Account,current account,Supreme Current Account,5/8/2015,1/1/1999,open,,,,,887,,,
2777,Private Car Insurance,motor insurance,Private Car Insurance,5/8/2015,1/1/1999,open,,,,,147,,,
2624,Life Easy Health,life insurance,Life Easy Health,5/8/2015,1/1/1999,open,0,0,180,12000,219,0,0,0
4982,Super Saver Savings Account,savings account,Super Saver Savings Account,5/7/2015,1/1/1999,open,,,,,725,,,
3085,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/7/2015,1/1/1999,open,0,0,0,3000,23,0,0,0
4349,Private Car Insurance,motor insurance,Private Car Insurance,5/6/2015,1/1/1999,open,,,,,890,,,
780,Life Easy Health,life insurance,Life Easy Health,5/6/2015,1/1/1999,open,0,0,180,12000,835,0,0,0
4581,Critical Illness Platinum,health insurance,Critical Illness Platinum,5/5/2015,1/1/1999,open,0,0,0,3000,729,0,0,0
1334,Private Car Insurance,motor insurance,Private Car Insurance,5/4/2015,1/1/1999,open,,,,,58,,,
1182,Central Govt Scheme,educational loan,Central Govt Scheme,5/2/2015,1/1/1999,open,0,10.25,120,,32,0,850000,800000
1226,Private Car Insurance,motor insurance,Private Car Insurance,5/2/2015,1/1/1999,open,,,,,309,,,
1439,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,5/2/2015,1/1/1999,open,0,17,48,,525,0,600000,500000
4452,Central Govt Scheme,educational loan,Central Govt Scheme,4/30/2015,1/1/1999,open,0,10.25,120,,362,0,850000,800000
2692,Critical Illness Platinum,health insurance,Critical Illness Platinum,4/29/2015,1/1/1999,open,0,0,0,3000,467,0,0,0
4185,Assured Home Loan,home loan,Assured Home Loan,4/28/2015,1/1/1999,open,0,10,240,0,446,0,2500000,2000000
3060,Central Govt Scheme,educational loan,Central Govt Scheme,4/28/2015,1/1/1999,open,0,10.25,120,,284,0,850000,800000
5,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,11/19/2016,1/1/1999,open,0,7.1,36,,765,500000,,
596,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,4/27/2015,1/1/1999,open,0,0,84,9000,450,0,0,0
4433,Super Saver Savings Account,savings account,Super Saver Savings Account,4/25/2015,1/1/1999,closed,,,,,537,,,
1202,Critical Illness Platinum,health insurance,Critical Illness Platinum,4/25/2015,1/1/1999,open,0,0,0,3000,600,0,0,0
4412,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,4/24/2015,1/1/1999,open,0,17,48,,419,0,600000,500000
3898,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,4/23/2015,1/1/1999,open,0,17,48,,588,0,600000,500000
511,Central Govt Scheme,educational loan,Central Govt Scheme,4/23/2015,1/1/1999,open,0,10.25,120,,174,0,850000,800000
1905,New Car Loan,car loan,New Car Loan,4/23/2015,1/1/1999,open,0,9.25,72,,1000,0,650000,600000
961,Super Saver Savings Account,savings account,Super Saver Savings Account,4/21/2015,1/1/1999,open,,,,,827,,,
2668,Max Current Account,current account,Max Current Account,4/20/2015,1/1/1999,open,,,,,878,,,
3132,Critical Illness Platinum,health insurance,Critical Illness Platinum,4/18/2015,1/1/1999,open,0,0,0,3000,354,0,0,0
3619,Critical Illness Platinum,health insurance,Critical Illness Platinum,4/18/2015,1/1/1999,open,0,0,0,3000,915,0,0,0
123,Assured Home Loan,home loan,Assured Home Loan,4/16/2015,1/1/1999,open,0,11,180,0,406,0,3500000,3000000
4407,Super Saver Savings Account,savings account,Super Saver Savings Account,4/15/2015,1/1/1999,open,,11,180,,342,,3500000,3000000
2940,Life Easy Health,life insurance,Life Easy Health,4/14/2015,1/1/1999,open,0,0,180,12000,805,0,0,0
24,Private Car Insurance,motor insurance,Private Car Insurance,4/14/2015,1/1/1999,open,,,,,731,,,
2405,Assured Home Loan,home loan,Assured Home Loan,4/13/2015,1/1/1999,open,0,11,180,0,74,0,3500000,3000000
2735,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,9/29/2016,1/1/1999,open,0,7.1,36,,765,500000,,
3751,Central Govt Scheme,educational loan,Central Govt Scheme,4/11/2015,1/1/1999,open,0,10.25,120,,656,0,850000,800000
1935,Private Car Insurance,motor insurance,Private Car Insurance,4/11/2015,1/1/1999,open,,,,,35,,,
230,New Car Loan,car loan,New Car Loan,4/10/2015,1/1/1999,open,0,9.25,72,,599,0,650000,600000
1036,Private Car Insurance,motor insurance,Private Car Insurance,4/10/2015,1/1/1999,open,,,,,889,,,
1181,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,5/15/2017,1/1/1999,open,0,7.1,36,,767,500000,,
3194,Private Car Insurance,motor insurance,Private Car Insurance,4/10/2015,1/1/1999,open,,,,,354,,,
2617,Super Saver Savings Account,savings account,Super Saver Savings Account,4/9/2015,1/1/1999,closed,,,,,222,,,
3169,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,4/9/2015,1/1/1999,open,0,17,48,,498,0,600000,500000
375,Health Security Plan,health insurance,Health Security Plan,4/8/2015,1/1/1999,open,0,0,0,3000,878,0,0,0
1647,Super Saver Savings Account,savings account,Super Saver Savings Account,4/7/2015,1/1/1999,closed,,,,,326,,,
1388,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,1/29/2017,1/1/1999,open,0,7.1,36,,768,500000,,
660,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,4/5/2015,1/1/1999,open,0,0,84,9000,835,0,0,0
3815,Life Easy Health,life insurance,Life Easy Health,4/5/2015,1/1/1999,open,0,0,180,12000,939,0,0,0
4175,Super Saver Savings Account,savings account,Super Saver Savings Account,4/4/2015,1/1/1999,open,,,,,64,,,
850,Private Car Insurance,motor insurance,Private Car Insurance,4/4/2015,1/1/1999,open,,,,,516,,,
1023,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,7/21/2016,1/1/1999,open,0,7.1,36,,770,500000,,
139,Health Security Plan,health insurance,Health Security Plan,4/3/2015,1/1/1999,open,0,0,0,3000,519,0,0,0
2749,Health Security Plan,health insurance,Health Security Plan,4/3/2015,1/1/1999,open,0,0,0,3000,907,0,0,0
3152,Supreme Current Account,current account,Supreme Current Account,4/2/2015,1/1/1999,closed,,,,,74,,,
1278,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,4/2/2015,1/1/1999,open,0,17,48,,406,0,600000,500000
1955,New Car Loan,car loan,New Car Loan,3/31/2015,1/1/1999,open,0,9.25,72,,58,0,650000,600000
2556,Private Car Insurance,motor insurance,Private Car Insurance,3/31/2015,1/1/1999,open,,,,,819,,,
4789,Assured Home Loan,home loan,Assured Home Loan,3/29/2015,1/1/1999,open,0,11,180,0,896,0,3500000,3000000
1411,Health Security Plan,health insurance,Health Security Plan,3/28/2015,1/1/1999,open,0,0,0,3000,702,0,0,0
3780,Life Easy Health,life insurance,Life Easy Health,3/27/2015,1/1/1999,open,0,0,180,12000,341,0,0,0
934,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,3/26/2015,1/1/1999,open,0,17,48,,255,0,600000,500000
2290,Super Saver Savings Account,savings account,Super Saver Savings Account,3/25/2015,1/1/1999,open,,,,,189,,,
194,Private Car Insurance,motor insurance,Private Car Insurance,3/25/2015,1/1/1999,open,,,,,510,,,
171,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,3/24/2015,1/1/1999,open,0,17,48,,715,0,600000,500000
3271,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,7/21/2016,1/1/1999,open,0,7.1,36,,770,500000,,
2808,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,3/22/2015,1/1/1999,open,0,17,48,,393,0,600000,500000
4337,Private Car Insurance,motor insurance,Private Car Insurance,3/22/2015,1/1/1999,open,,,,,511,,,
4419,New Car Loan,car loan,New Car Loan,3/22/2015,1/1/1999,open,0,9.25,72,,70,0,650000,600000
4443,Assured Home Loan,home loan,Assured Home Loan,3/21/2015,1/1/1999,open,0,11,180,0,80,0,3500000,3000000
3933,Life Easy Health,life insurance,Life Easy Health,3/20/2015,1/1/1999,open,0,0,180,12000,235,0,0,0
229,Central Govt Scheme,educational loan,Central Govt Scheme,3/20/2015,1/1/1999,open,0,10.25,120,,296,0,850000,800000
2926,Super Saver Savings Account,savings account,Super Saver Savings Account,3/20/2015,1/1/1999,closed,,,,,293,,,
3648,Private Car Insurance,motor insurance,Private Car Insurance,3/20/2015,1/1/1999,open,,,,,309,,,
2535,Life Easy Health,life insurance,Life Easy Health,3/18/2015,1/1/1999,open,0,0,180,12000,22,0,0,0
4766,Life Easy Health,life insurance,Life Easy Health,3/17/2015,1/1/1999,open,0,0,180,12000,751,0,0,0
4390,Assured Home Loan,home loan,Assured Home Loan,3/16/2015,1/1/1999,open,0,11,180,0,740,0,3500000,3000000
3049,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,3/16/2015,1/1/1999,open,0,0,84,9000,118,0,0,0
1574,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,3/16/2015,1/1/1999,open,0,17,48,,412,0,600000,500000
3274,Private Car Insurance,motor insurance,Private Car Insurance,3/16/2015,1/1/1999,open,,,,,794,,,
1516,Assured Home Loan,home loan,Assured Home Loan,3/14/2015,1/1/1999,open,0,11,180,0,86,0,3500000,3000000
4679,Health Security Plan,health insurance,Health Security Plan,3/14/2015,1/1/1999,open,0,0,0,3000,548,0,0,0
3599,Life Easy Health,life insurance,Life Easy Health,3/13/2015,1/1/1999,open,0,0,180,12000,434,0,0,0
1407,Super Saver Savings Account,savings account,Super Saver Savings Account,3/12/2015,1/1/1999,open,,,,,958,,,
4756,Life Easy Health,life insurance,Life Easy Health,3/11/2015,1/1/1999,open,0,0,180,12000,579,0,0,0
1452,Central Govt Scheme,educational loan,Central Govt Scheme,3/10/2015,1/1/1999,open,0,10.25,120,,341,0,850000,800000
2088,Private Car Insurance,motor insurance,Private Car Insurance,3/10/2015,1/1/1999,open,,,,,872,,,
4959,Private Car Insurance,motor insurance,Private Car Insurance,3/9/2015,1/1/1999,open,,,,,963,,,
3328,Assured Home Loan,home loan,Assured Home Loan,3/9/2015,1/1/1999,open,0,11,180,0,965,0,3500000,3000000
